"","cell","natural","current_operations","combined_operations","combined_operations_AWSA","x","y","z"
"8179",10303,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509428,743372,4633
"8180",10304,0.202230995152552,0.219784794816415,0.203339684993649,0.202976642559038,2509420,743358,4632
"8181",10305,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509459,743461,4633
"8182",10306,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509449,743450,4632
"8183",10307,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509439,743438,4633
"8184",10308,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509438,743410,4633
"8185",10309,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509430,743424,4631
"8186",10310,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509452,743477,4633
"8187",10311,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509440,743507,4632
"8188",10312,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509446,743492,4629
"8189",10313,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509447,743604,4634
"8190",10314,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509445,743586,4634
"8191",10315,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509441,743569,4632
"8192",10316,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509436,743552,4632
"8193",10317,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509434,743523,4632
"8194",10318,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509429,743537,4631
"8195",10319,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509435,743616,4633
"8196",10320,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509427,743647,4634
"8197",10321,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509423,743629,4634
"8198",10322,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509416,743661,4634
"8199",10323,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509406,743675,4635
"8200",10324,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509396,743690,4635
"8201",10325,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509387,743706,4635
"8202",10326,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509387,743738,4635
"8203",10327,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509378,743723,4635
"8204",10328,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509379,743754,4635
"8205",10329,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509373,743770,4635
"8206",10330,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509359,743773,4635
"8207",10384,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509114,742305,4627
"8208",10385,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509117,742292,4626
"8209",10387,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509118,742278,4626
"8210",10388,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2509136,742256,4627
"8211",10389,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509127,742267,4627
"8212",10391,0.0591349434464404,0.0619376006283134,0.0585845182362548,0.0586452839774995,2509154,742225,4627
"8213",10392,0.0591349434464404,0.0619376006283134,0.0585845182362548,0.0586452839774995,2509141,742233,4628
"8214",10400,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509093,742377,4626
"8215",10401,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509094,742365,4627
"8216",10402,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509096,742353,4627
"8217",10403,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509096,742339,4628
